Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Remarks
"03/05/08"	"C172S"	"N9665A"	"KRYY - KRYY"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	"Taxi, Straight and Level, Turns"
"04/16/08"	"C172R"	"N9710F"	"KFTY - KFTY"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	"Steep Turns, Straight and Level, Power off stall, Turns"
"04/18/08"	"C172M"	"N8986V"	"KFTY - KCTJ - KFTY"	2.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	"Steep Turns, Power off stall, Landings, Navigation"
"04/20/08"	"C172R"	"N9710F"	"KFTY - KCTJ - KFTY"	2.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	"Steep Turns, Power on stalls, Power off stalls, Slow flight, Landings"
"04/23/08"	"C172R"	"N9577Z"	"KFTY - KCTJ - KFTY"	2.1	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	"Traffic Pattern"
"04/24/08"	"C172R"	"N9577Z"	"KFTY - KCTJ - KFTY"	1.4	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	"Landings"
"04/30/08"	"C172R"	"N9710F"	"KFTY - KCTJ - KFTY"	1.8	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	"Landings, Power off stalls, Steep Turns, Slow Flight"
"05/04/08"	"C172R"	"N9577Z"	"KFTY - KFTY"	2.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	"Slow Flight, Power on stalls, Power off stalls, Steep Turns, Landings"
"05/06/08"	"C172M"	"N20676"	"KFTY - KCTJ - KFTY"	1.8	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	"Traffic Pattern, Landings"
"05/08/08"	"C172R"	"N997RA"	"KFTY - KFTY"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	"Power on stalls, Power off stalls, Steep turns, Slow flight"
"05/10/08"	"C172R"	"N997RA"	"KFTY - KFTY"	1.1	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	"Landings"
"05/14/08"	"C172R"	"N420ER"	"KFTY - KCTJ - KFTY"	1.5	6	0	0.0	0.3	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	"Landings, Power off approaches, Soft-Field landings, Go-Arounds"
"05/14/08"	"C172R"	"N420ER"	"KFTY - K46A - KFTY"	3.0	2	0	0.0	2.8	0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	"Reference to Instruments, Unsual Attitudes"
"05/17/08"	"C172R"	"N9710F"	"KFTY - KVPC - KGAD - KCTJ - KFTY"	3.0	7	0	0.0	0.0	0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	"Dual Cross Country, Crosswind Landings"
"05/19/08"	"C172R"	"N9710F"	"KFTY - KCTJ"	1.1	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	"Manuevers, Traffic Pattern"
"05/19/08"	"C172S"	"N976SP"	"KCTJ - KFTY"	1.9	6	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	1.5	0.0	"First Solo!!"
"05/19/08"	"C172R"	"N2632Y"	"KFTY - KAHN - KWDR - KFTY"	3.0	0	11	0.0	0.0	0	0.0	3.0	3.0	0.0	0.0	0.0	3.0	0.0	"Night Flight"
"05/21/08"	"C172R"	"N2632Y"	"KFTY - KVPC - KGAD - KCTJ - KFTY"	2.7	4	0	0.0	0.0	0	0.0	0.0	2.7	2.7	2.7	0.0	0.0	0.0	"Solo Cross Country"
"05/22/08"	"C172R"	"N2632Y"	"KFTY - KVPC - KGAD - KCTJ - KFTY"	2.9	4	0	0.0	0.0	0	0.0	0.0	2.9	2.9	2.9	0.0	0.0	0.0	"Solo Cross Country"
"05/22/08"	"C172S"	"N976SP"	"KFTY - KCTJ - KFTY"	1.8	6	0	0.0	0.0	0	0.0	0.0	0.0	1.8	1.8	0.0	0.0	0.0	"Touch -n- Go's"
"05/25/08"	"C172R"	"N9577Z"	"KFTY - KVPC - KCTJ - KFTY"	2.4	5	0	0.0	0.0	0	0.0	0.0	0.0	2.4	2.4	0.0	0.0	0.0	"Touch -n- Go's, Steep Turns"
"05/31/08"	"C172R"	"N420ER"	"KFTY - KCTJ - KFTY"	3.0	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	"PTS"
"05/31/08"	"C172R"	"N420ER"	"KFTY - KFTY"	1.1	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	"Private Pilot Checkride"
"06/05/08"	"C172R"	"N2746F"	"KCRG - KPFN"	2.5	1	0	0.3	1.8	0	0.0	0.0	2.5	0.0	2.5	0.0	2.5	0.0	"Intro to IFR"
"06/05/08"	"C172R"	"N2746F"	"KPFN - KBTR"	3.3	1	0	0.8	2.2	0	0.0	0.0	3.3	0.0	3.3	0.0	3.3	0.0	"Intro to IFR"
"06/05/08"	"C172R"	"N2746F"	"KBTR - KDWH"	2.9	1	0	1.0	1.7	0	0.0	0.0	2.9	0.0	2.9	0.0	2.9	0.0	"Intro to IFR"
"06/06/08"	"C172S"	"N254SP"	"KDWH - KBTR"	2.6	1	0	0.7	1.6	0	0.0	0.0	2.6	0.0	2.6	0.0	2.6	0.0	"Intro to IFR"
"06/06/08"	"C172S"	"N254SP"	"KBTR - KHDC"	1.0	1	0	0.1	0.5	0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	"Intro to IFR, Emergency Landing"
"06/07/08"	"C172S"	"N254SP"	"KHDC - KPFN"	2.6	1	0	1.0	1.4	0	0.0	0.0	2.6	0.0	2.6	0.0	2.6	0.0	"Intro to IFR"
"06/09/08"	"C172S"	"N254SP"	"KPFN - KCRG"	3.2	1	0	1.2	1.7	2	0.0	0.0	3.2	0.0	3.2	0.0	3.2	0.0	"Intro to IFR, ILS Missed Approach, VOR Approach"
"06/15/08"	"Frasca PA44"	"N247AT"		0.0	0	0	0.0	0.0	0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"Instrument Training"
"06/23/08"	"C172R"	"N72653"	"KFTY - KJFX"	1.8	1	0	0.0	1.8	1	0.0	0.0	1.8	0.0	1.8	0.0	1.8	0.0	"Intro to IFR, ILS Approach"
"06/23/08"	"C172R"	"N72653"	"KJFX - KMEI"	1.3	1	0	0.2	1.0	0	0.0	0.0	1.3	0.0	1.3	0.0	1.3	0.0	"Intro to IFR"
"06/23/08"	"C172R"	"N72653"	"KMEI - KFTY"	2.7	1	0	1.0	1.4	0	0.0	0.0	2.7	0.0	2.7	0.0	2.7	0.0	"Intro to IFR"
"06/24/08"	"C172M"	"N1443U"	"KFTY - KJFX"	1.8	1	0	0.1	1.7	1	0.0	0.0	1.8	0.0	1.8	0.0	1.8	0.0	"Intro to IFR, ILS Approach"
"06/24/08"	"C172M"	"N1443U"	"KJFX - KFTY"	1.6	1	0	0.1	1.5	0	0.0	0.0	1.6	0.0	1.6	0.0	1.6	0.0	"Intro to IFR"
"06/25/08"	"C172M"	"N1443U"	"KFTY - KCRG"	3.2	1	0	0.0	2.9	0	0.0	0.0	3.2	0.0	3.2	0.0	3.2	0.0	"Intro to IFR"
